Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,3,1677,0,2437,41
Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,5,2035,0,4107,82
Existing Customer,39,M,3,College,Single,$120K +,Blue,4,8842,0,4493,79
Existing Customer,42,F,2,Unknown,Unknown,Less than $40K,Blue,6,2483,1297,3478,64
Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,3,13921,1201,4351,75
Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue,3,2761,0,2753,43
Existing Customer,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,5,2623,1647,4388,83
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,5,3232,824,3915,74
Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,3,19075,0,2013,32
Existing Customer,45,M,4,College,Married,$80K - $120K,Blue,4,31978,1659,2333,51
Existing Customer,62,M,1,Graduate,Single,$120K +,Blue,4,34516,2061,3820,76
Existing Customer,45,F,3,High School,Unknown,Less than $40K,Blue,5,6225,1596,4129,71
Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,6,2672,0,2576,39
Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,1,10360,2517,2414,28
Existing Customer,50,M,2,High School,Married,$120K +,Blue,5,10747,1027,4538,63
Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,4,3135,0,4116,68
Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,4,1438.3,860,4754,79
Existing Customer,41,F,4,Uneducated,Unknown,Less than $40K,Blue,4,3189,0,4813,86
Existing Customer,65,M,1,Uneducated,Single,Less than $40K,Blue,3,8963,0,4511,76
Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,5,1723,0,2574,43
Existing Customer,36,F,3,Uneducated,Married,Unknown,Blue,6,2161,1404,4389,77
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,6,3901,1001,4313,72
Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,4,1438.3,801,4223,60
Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,5,3131,849,3108,62
Existing Customer,38,F,2,Graduate,Single,$40K - $60K,Blue,6,2331,1709,4417,69
Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,3,1895,1146,4333,72
Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue,5,26496,1406,3691,75
Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,2,1583,234,2541,36
Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,4,1438.3,904,3887,79
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,5,2072,1544,4210,64
Existing Customer,47,F,1,Doctorate,Divorced,Less than $40K,Blue,6,2707,1367,4646,73
Existing Customer,43,F,3,High School,Married,Less than $40K,Silver,3,13608,1190,3118,76
Existing Customer,52,F,3,Unknown,Single,Unknown,Blue,3,10273,1657,3778,70
Existing Customer,64,F,0,High School,Single,Less than $40K,Blue,6,2609,1115,4546,59
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,4,8431,1862,2008,37
Existing Customer,61,M,0,High School,Divorced,$60K - $80K,Blue,6,5852,1935,3689,55
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,5,3140,2183,5109,78
Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue,6,12914,1227,2082,54
Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,5,8694,961,1753,49
Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,2,1735,0,2467,35
Existing Customer,51,F,3,High School,Single,Unknown,Blue,4,2286,1641,4321,89
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,5,3589,1808,4262,70
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,5,2673,1275,4119,75
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,3,9437,2024,4715,78
Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,3,2751,2258,4386,67
Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue,6,11557,1050,4064,75
Existing Customer,38,F,2,High School,Married,Unknown,Blue,5,14831,1302,4467,73
Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,3,1495,0,2220,50
Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Blue,5,2791,1979,4617,70
Existing Customer,38,M,3,Graduate,Single,$120K +,Blue,4,9703,941,4190,81
Existing Customer,47,M,5,Unknown,Single,$120K +,Blue,6,3889,1839,4423,63
Existing Customer,32,F,0,Unknown,Single,Unknown,Blue,6,14140,845,5036,76
Existing Customer,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,5,9106,975,3863,74
Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,5,2694,0,2684,38
Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,6,19629,0,4073,79
Existing Customer,41,M,4,Graduate,Single,$40K - $60K,Blue,3,6507,1452,4544,89
Attrited Customer,53,F,2,College,Single,Unknown,Blue,2,10195,0,2489,54
Existing Customer,44,F,5,College,Married,Less than $40K,Blue,4,2096,1711,3692,68
Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,5,11314,0,3761,70
Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,6,1837,665,4752,88
Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,1,7821,2517,2010,43
Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,6,1984,0,2506,46
Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,4,2535,1699,4497,68
Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue,3,1970,1224,4533,65
Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,4,34516,2076,3647,65
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,5,2694,1833,3366,56
Existing Customer,48,M,3,Unknown,Single,$60K - $80K,Blue,6,4476,0,3350,67
Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,1,1699,0,2520,49
Existing Customer,44,F,1,Uneducated,Married,Less than $40K,Blue,3,1953,1762,4590,91
Existing Customer,56,F,2,Graduate,Unknown,Unknown,Blue,5,5264,0,4943,70
Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,3,3698,478,2051,31
Existing Customer,41,M,4,Graduate,Single,$120K +,Blue,5,34516,825,3127,51
Existing Customer,40,F,4,Unknown,Married,Less than $40K,Blue,4,2712,0,5207,79
Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,3,5486,685,2965,70
Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2107,941,4858,73
Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,4,18096,2404,3880,68
Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,1,2721,1885,2594,48
Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,6,2976,2257,3837,57
Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,6,16741,1225,3608,56
Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,5,3714,2517,4715,85
Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,6,6936,0,2874,44
Existing Customer,43,M,5,High School,Married,$120K +,Blue,4,11099,0,3980,77
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,6,15987,1965,4542,70
Existing Customer,45,F,1,High School,Unknown,Less than $40K,Blue,4,4406,1247,3964,76
Existing Customer,43,M,2,High School,Married,$120K +,Silver,3,34516,1153,4486,71
Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,3,5104,736,3943,78
Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,3,7195,0,2751,47
Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,3,1956,1053,4924,70
Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,4,3317,2517,3772,74
Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,3,2759,0,2061,47
Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,3,6038,0,4375,81
Existing Customer,35,F,2,Uneducated,Single,Less than $40K,Blue,3,2942,2100,4548,71
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,4,5095,0,3808,89
Existing Customer,47,F,4,Graduate,Unknown,Less than $40K,Blue,4,1438.3,0,3778,69
Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,3,10111,868,4791,68
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,2,3201,2517,1880,42
Existing Customer,44,M,4,Uneducated,Unknown,$60K - $80K,Blue,6,2761,0,3706,65
Existing Customer,37,M,3,Graduate,Divorced,$40K - $60K,Blue,5,5987,1405,4011,72
Existing Customer,47,F,3,High School,Single,Unknown,Blue,5,5630,748,4904,81
Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,6,6622,2126,3668,60
Existing Customer,51,M,0,Graduate,Married,$120K +,Blue,4,18733,1292,5080,85
Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,4,2265,1345,4009,73
Existing Customer,33,F,2,Unknown,Married,$40K - $60K,Blue,4,2907,1537,4390,76
Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,6,8791,0,2579,51
Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,6,2302,0,2256,40
Existing Customer,51,F,2,Unknown,Unknown,$40K - $60K,Blue,4,5489,1665,4010,75
Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,4,2055,1276,5025,70
Existing Customer,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,5,2147,771,4631,76
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,3,1757,1307,4750,72
Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,3,2900,2517,2180,31
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,4,2670,2079,3895,59
Existing Customer,51,M,2,Unknown,Divorced,$80K - $120K,Blue,4,21382,1692,3060,66
Existing Customer,54,F,0,College,Married,$40K - $60K,Blue,6,2254,533,4913,84
Existing Customer,40,F,5,Unknown,Single,Unknown,Blue,6,4433,1488,3847,76
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,4,1438.3,739,4078,77
Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,6,2520,1473,2061,36
Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,4,5655,1154,2189,51
Existing Customer,48,M,4,Unknown,Divorced,$60K - $80K,Blue,4,1438.3,0,4509,74
Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,3,2786,1635,4532,82
Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,4,3961,1729,4066,63
Existing Customer,43,M,3,Unknown,Unknown,$60K - $80K,Blue,4,2476,1944,4025,65
Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,3,11606,0,2623,39
Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,6,8459,757,4677,87
Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,6,9554,2337,4049,71
Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,4,4388,642,3836,81
Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,6,19826,1389,3561,73
Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,3,2173,0,4392,83
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,6,2545,1894,4660,68
Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,5,1757,0,2557,45
Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,3,3164,2201,4410,86
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,6,6022,871,3745,74
Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,2,1804,0,2077,44
Existing Customer,53,M,2,Uneducated,Divorced,$120K +,Blue,4,22664,0,4586,89
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,5,2527,2204,4598,85
Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,3,3547,2517,2715,45
Existing Customer,52,F,1,College,Single,Less than $40K,Blue,5,1438.3,604,4219,83
Existing Customer,51,F,1,College,Married,Unknown,Blue,3,6182,1516,3801,61
Attrited Customer,40,M,3,High School,Unknown,$80K - $120K,Blue,1,29715,0,2128,39
Existing Customer,49,F,2,College,Married,Less than $40K,Blue,4,2154,1490,3664,63
Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Blue,6,2179,1632,4025,69
Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,5,4906,1302,4833,80
Existing Customer,38,F,1,Unknown,Married,$40K - $60K,Blue,5,2346,1407,4116,79
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,5,4753,0,3895,71
Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,3,1880,0,2469,34
Existing Customer,64,M,0,College,Single,Less than $40K,Silver,5,12155,0,4618,60
Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,5,2721,1527,4622,88
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,6,6160,2258,3986,80
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,3,2069,1393,4962,70
Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,6,28422,1258,4841,80
Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,6,1438.3,0,4282,69
Existing Customer,41,M,3,Graduate,Divorced,Less than $40K,Blue,5,1438.3,0,4416,68
Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,1,1671,0,2701,51
Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,1,1491,0,1970,46
Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,1,11422,1095,2439,45
Attrited Customer,54,F,4,Unknown,Married,Less than $40K,Blue,3,5139,0,1653,44
Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,4,4783,2517,2870,50
Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,3,2589,1693,4259,83
Existing Customer,38,M,1,Graduate,Unknown,$80K - $120K,Blue,4,8138,0,4839,61
Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,6,4502,1785,4469,87
Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,3,33521,928,4115,66
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,5,4361,806,4518,84
Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,5,7026,1728,3935,66
Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,6,16388,2001,4477,83
Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,2,2905,2517,2487,39
Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,6,2404,1887,4489,75
Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,4,1477,0,2419,49
Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,4,3556,2517,2639,53
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,6,5649,748,4683,72
Existing Customer,41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,6,14345,960,4045,72
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,6,6524,1993,4267,66
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,5,2281,920,3968,66
Existing Customer,47,F,4,College,Married,Less than $40K,Blue,3,2633,1924,3407,66
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,6,7693,0,4573,93
Existing Customer,44,F,3,High School,Single,Unknown,Blue,5,10262,1888,3553,65
Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,4,11320,0,2845,57
Existing Customer,53,F,1,College,Single,Less than $40K,Blue,3,2482,916,4295,72
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,3,3035,0,3847,63
Existing Customer,51,M,2,Graduate,Single,$120K +,Blue,4,26308,0,3278,53
Existing Customer,53,F,4,Unknown,Single,Less than $40K,Blue,6,6721,1115,3718,51
Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,6,6205,2233,3906,64
Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,4,2624,1458,4487,61
Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,6,1479,458,1811,44
Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,5,4489,0,3773,64
Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,6,5842,198,1828,44
Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,4,8777,1668,4141,83
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,3,3250,0,4752,84
Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,3,15060,0,1611,42
Existing Customer,40,M,4,High School,Unknown,$80K - $120K,Blue,6,2126,1321,2992,72
Existing Customer,47,M,4,Unknown,Divorced,$40K - $60K,Blue,3,4907,773,5088,71
Existing Customer,51,F,1,Uneducated,Married,Unknown,Blue,6,3553,0,4923,89
Existing Customer,41,F,4,High School,Single,Unknown,Blue,4,2515,1313,4370,68
Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,1,4428,0,2331,36
Existing Customer,43,M,1,High School,Married,$40K - $60K,Blue,6,1616,0,4961,78
Existing Customer,64,F,1,Graduate,Single,Less than $40K,Blue,4,6723,968,3838,67
Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,3,2756,1911,4656,62
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,6,2897,1506,2214,46
Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,6,5456,0,3470,65
Existing Customer,46,F,1,Graduate,Single,$40K - $60K,Blue,4,3569,0,4186,72
Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,3,34198,1804,4270,59
Existing Customer,44,M,2,Graduate,Single,$80K - $120K,Blue,5,34516,1311,4485,85
Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,3,2817,1864,4535,82
Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,6,2126,1257,4340,70
Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,3,2573,1640,4094,77
Existing Customer,45,F,3,Unknown,Married,$40K - $60K,Blue,5,2016,1303,3243,63
Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,6,4006,1646,5006,89
Existing Customer,41,F,3,High School,Unknown,Unknown,Blue,5,5869,0,4191,65
Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,3,4586,0,2529,43
Existing Customer,50,F,2,College,Single,Less than $40K,Blue,6,1438.3,0,4617,67
Existing Customer,46,M,5,Unknown,Married,$60K - $80K,Blue,3,1790,796,3539,57
Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,5,5862,2306,4305,51
Existing Customer,43,M,5,Unknown,Married,$60K - $80K,Blue,3,7411,1341,4278,80
Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,6,5667,2517,2176,38
Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,5,15594,0,4745,75
Attrited Customer,47,F,3,High School,Married,Unknown,Blue,6,11410,979,2736,38
Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,6,1584,1214,2628,41
Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,4,13298,1694,3476,66
Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,1,2114,0,2872,45
Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,3,2540,0,1531,31
Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,4,1762,1051,4986,80
Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,6,2245,1503,3344,54
Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,3,8168,2137,3554,82
Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,3,2238,0,2063,42
Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,2,3881,2517,2463,38
Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,3,20485,0,3024,51
Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,6,9856,671,5408,83
Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,6,2111,1047,4830,82
Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,3,2905,2079,4444,84
Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,6,32244,0,3501,65
Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,6,5624,1216,3843,66
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,6,1656,1429,4258,77
Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,1,3032,0,2273,44
Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,4,15699,0,1793,40
Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,3,6608,2270,4033,58
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,4,5062,1423,4535,68
Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,3,1547,0,4348,63
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,3,11060,1647,4545,83
Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,5,1438.3,0,4300,67
Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,4,3670,0,4811,68
Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,4,1538,868,5228,61
Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,5,1438.3,886,4385,91
Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,4,2330,2294,2107,40
Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,6,3170,1428,4097,72
Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,5,2120,1527,4741,86
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,3,20231,1434,5002,78
Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,4,1438.3,0,2306,46
Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,6,5583,0,3317,71
Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,5,7764,621,3955,72
Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,3,25670,0,2709,51
Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,3,3841,0,2832,48
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,4,2001,909,4238,63
